story_id	bytes	mb	ok	error
46450	8506851	8.11	True	-
46451	6641250	6.33	True	-
46452	6641290	6.33	True	-
46453	6641350	6.33	True	-
46454	8506863	8.11	True	-
46455	5835534	5.57	True	-
46456	6202363	5.92	True	-
46457	5835537	5.57	True	-
46458	5835621	5.57	True	-
46459	6202336	5.92	True	-
46460	1186667	1.13	True	-
46461	1432032	1.37	True	-
46462	1186694	1.13	True	-
46463	1186647	1.13	True	-
46464	1186642	1.13	True	-
46465	17337032	16.53	True	-
46466	16435568	15.67	True	-
46467	17337072	16.53	True	-
46468	16435590	15.67	True	-
46469	17336992	16.53	True	-
46470	1642444	1.57	True	-
46471	1547155	1.48	True	-
46472	1642544	1.57	True	-
46473	1642475	1.57	True	-
46474	1642492	1.57	True	-
46475	4855572	4.63	True	-
46476	5365788	5.12	True	-
46477	4855619	4.63	True	-
46478	4855538	4.63	True	-
46479	4855572	4.63	True	-
46480	5482413	5.23	True	-
46481	6822768	6.51	True	-
46482	5482356	5.23	True	-
46483	6822843	6.51	True	-
46484	6822799	6.51	True	-
46485	14611272	13.93	True	-
46486	14883313	14.19	True	-
46487	14883190	14.19	True	-
46488	14611380	13.93	True	-
46489	14883248	14.19	True	-
46490	29310033	27.95	True	-
46491	21716757	20.71	True	-
46492	29310058	27.95	True	-
46493	29309999	27.95	True	-
46494	29310025	27.95	True	-
46495	14524099	13.85	True	-
46496	10577511	10.09	True	-
46497	10577532	10.09	True	-
46498	10577482	10.09	True	-
46499	14524209	13.85	True	-
46500	11853265	11.30	True	-
46501	10630384	10.14	True	-
46502	11853275	11.30	True	-
46503	11853249	11.30	True	-
46504	11853301	11.30	True	-
46505	44556180	42.49	True	-
46506	39705843	37.87	True	-
46507	44556092	42.49	True	-
46508	44556114	42.49	True	-
46509	39705888	37.87	True	-
46510	7717066	7.36	True	-
46511	5158235	4.92	True	-
46512	7717068	7.36	True	-
46513	5158228	4.92	True	-
46514	5158158	4.92	True	-
46515	648780	0.62	True	-
46516	490803	0.47	True	-
46517	648810	0.62	True	-
46518	648838	0.62	True	-
46519	648853	0.62	True	-
46520	29110309	27.76	True	-
46521	27609348	26.33	True	-
46522	27609347	26.33	True	-
46523	29110324	27.76	True	-
46524	27609380	26.33	True	-
46525	1508371	1.44	True	-
46526	1886813	1.80	True	-
46527	1886684	1.80	True	-
46528	1886677	1.80	True	-
46529	1508413	1.44	True	-
46530	16664450	15.89	True	-
46531	16840743	16.06	True	-
46532	16840697	16.06	True	-
46533	16664313	15.89	True	-
46534	16840657	16.06	True	-
46535	9905905	9.45	True	-
46536	10899828	10.39	True	-
46537	10899866	10.39	True	-
46538	9905866	9.45	True	-
46539	10899887	10.39	True	-
46540	16439166	15.68	True	-
46541	18614417	17.75	True	-
46542	16439227	15.68	True	-
46543	18614392	17.75	True	-
46544	18614374	17.75	True	-
46545	22656072	21.61	True	-
46546	23810918	22.71	True	-
46547	23810843	22.71	True	-
46548	22656144	21.61	True	-
46549	23810824	22.71	True	-
46550	12018389	11.46	True	-
46551	11323221	10.80	True	-
46552	11323139	10.80	True	-
46553	12018372	11.46	True	-
46554	11323123	10.80	True	-
46555	9905014	9.45	True	-
46556	11093887	10.58	True	-
46557	11093877	10.58	True	-
46558	9905051	9.45	True	-
46559	9905082	9.45	True	-
46560	27444866	26.17	True	-
46561	27636265	26.36	True	-
46562	27444829	26.17	True	-
46563	27444873	26.17	True	-
46564	27444921	26.17	True	-
46565	29712061	28.34	True	-
46566	27129520	25.87	True	-
46567	29712034	28.34	True	-
46568	29712014	28.34	True	-
46569	27129463	25.87	True	-
46570	8289980	7.91	True	-
46571	7750425	7.39	True	-
46572	8290073	7.91	True	-
46573	7750479	7.39	True	-
46574	8290048	7.91	True	-
46575	31577522	30.11	True	-
46576	39485016	37.66	True	-
46577	31577431	30.11	True	-
46578	39485059	37.66	True	-
46579	39485129	37.66	True	-
46580	36552946	34.86	True	-
46581	34186789	32.60	True	-
46582	36552863	34.86	True	-
46583	36552892	34.86	True	-
46584	36552968	34.86	True	-
46585	10574183	10.08	True	-
46586	12531122	11.95	True	-
46587	12531067	11.95	True	-
46588	10574106	10.08	True	-
46589	10574194	10.08	True	-
46590	44787220	42.71	True	-
46591	37603066	35.86	True	-
46592	44787295	42.71	True	-
46593	44787186	42.71	True	-
46594	37603013	35.86	True	-
46595	34889394	33.27	True	-
46596	35428471	33.79	True	-
46597	34889440	33.27	True	-
46598	34889401	33.27	True	-
46599	34889374	33.27	True	-
46600	28261902	26.95	True	-
46601	29176585	27.82	True	-
46602	28261848	26.95	True	-
46603	28261889	26.95	True	-
46604	28261874	26.95	True	-
46605	22291113	21.26	True	-
46606	25101819	23.94	True	-
46607	22291103	21.26	True	-
46608	22291106	21.26	True	-
46609	22291175	21.26	True	-
46610	7219780	6.89	True	-
46611	7351764	7.01	True	-
46612	7351761	7.01	True	-
46613	7219843	6.89	True	-
46614	7351750	7.01	True	-
46615	1425617	1.36	True	-
46616	1509709	1.44	True	-
46617	1425584	1.36	True	-
46618	1425560	1.36	True	-
46619	1425529	1.36	True	-
46620	4527307	4.32	True	-
46621	3744995	3.57	True	-
46622	4527358	4.32	True	-
46623	4527337	4.32	True	-
46624	4527418	4.32	True	-
46625	5307366	5.06	True	-
46626	5894077	5.62	True	-
46627	5307282	5.06	True	-
46628	5894106	5.62	True	-
46629	5894051	5.62	True	-
46630	878951	0.84	True	-
46631	791584	0.75	True	-
46632	791487	0.75	True	-
46633	878831	0.84	True	-
46634	791476	0.75	True	-
46635	362595	0.35	True	-
46636	332814	0.32	True	-
46637	332936	0.32	True	-
46638	362533	0.35	True	-
46639	362600	0.35	True	-
46640	1691785	1.61	True	-
46641	1309199	1.25	True	-
46642	1691740	1.61	True	-
46643	1691735	1.61	True	-
46644	1691824	1.61	True	-
46645	25268912	24.10	True	-
46646	24627232	23.49	True	-
46647	24627280	23.49	True	-
46648	25268917	24.10	True	-
46649	25268998	24.10	True	-
46650	565649	0.54	True	-
46651	615452	0.59	True	-
46652	565603	0.54	True	-
46653	565734	0.54	True	-
46654	565771	0.54	True	-
46655	1197620	1.14	True	-
46656	939038	0.90	True	-
46657	939152	0.90	True	-
46658	1197608	1.14	True	-
46659	1197652	1.14	True	-
46660	15003021	14.31	True	-
46661	8718182	8.31	True	-
46662	15002979	14.31	True	-
46663	8718031	8.31	True	-
46664	8718011	8.31	True	-
46665	690445	0.66	True	-
46666	849857	0.81	True	-
46667	690508	0.66	True	-
46668	690426	0.66	True	-
46669	690480	0.66	True	-
46670	5777966	5.51	True	-
46671	5645444	5.38	True	-
46672	5777940	5.51	True	-
46673	5777875	5.51	True	-
46674	5777891	5.51	True	-
46675	32556715	31.05	True	-
46676	34775386	33.16	True	-
46677	32556703	31.05	True	-
46678	32556743	31.05	True	-
46679	32556686	31.05	True	-
46680	16748202	15.97	True	-
46681	18008960	17.17	True	-
46682	16748118	15.97	True	-
46683	16748075	15.97	True	-
46684	16748053	15.97	True	-
46685	7044354	6.72	True	-
46686	4547525	4.34	True	-
46687	7044282	6.72	True	-
46688	7044345	6.72	True	-
46689	7044344	6.72	True	-
46690	809611	0.77	True	-
46691	820370	0.78	True	-
46692	809543	0.77	True	-
46693	809530	0.77	True	-
46694	809549	0.77	True	-
46695	2195671	2.09	True	-
46696	2195595	2.09	True	-
46697	2195562	2.09	True	-
46698	2195597	2.09	True	-
46699	2195667	2.09	True	-
46700	3367009	3.21	True	-
46701	2218158	2.12	True	-
46702	3366949	3.21	True	-
46703	3367091	3.21	True	-
46704	2218131	2.12	True	-
46705	1516612	1.45	True	-
46706	1477962	1.41	True	-
46707	1516618	1.45	True	-
46708	1516627	1.45	True	-
46709	1516664	1.45	True	-
46710	29690365	28.31	True	-
46711	30606278	29.19	True	-
46712	29690360	28.31	True	-
46713	30606288	29.19	True	-
46714	29690442	28.32	True	-
46715	8703040	8.30	True	-
46716	8284251	7.90	True	-
46717	8703080	8.30	True	-
46718	8703038	8.30	True	-
46719	8284298	7.90	True	-
46720	11491014	10.96	True	-
46721	11224739	10.70	True	-
46722	11224802	10.70	True	-
46723	11491151	10.96	True	-
46724	11490957	10.96	True	-
46725	28353170	27.04	True	-
46726	24485629	23.35	True	-
46727	24485497	23.35	True	-
46728	24485567	23.35	True	-
46729	28353116	27.04	True	-
46730	5709274	5.44	True	-
46731	6445326	6.15	True	-
46732	5709347	5.44	True	-
46733	5709325	5.44	True	-
46734	5709434	5.44	True	-
46735	16569622	15.80	True	-
46736	17697503	16.88	True	-
46737	16569614	15.80	True	-
46738	16569560	15.80	True	-
46739	16569697	15.80	True	-
46740	4165528	3.97	True	-
46741	3296373	3.14	True	-
46742	4165537	3.97	True	-
46743	4165522	3.97	True	-
46744	4165514	3.97	True	-
46745	571922	0.55	True	-
46746	585116	0.56	True	-
46747	571851	0.55	True	-
46748	585081	0.56	True	-
46749	571927	0.55	True	-
46750	1291780	1.23	True	-
46751	1366348	1.30	True	-
46752	1291775	1.23	True	-
46753	1291812	1.23	True	-
46754	1291786	1.23	True	-
46755	19142	0.02	True	-
46756	19055	0.02	True	-
46757	19043	0.02	True	-
46758	19113	0.02	True	-
46759	19021	0.02	True	-
46760	238076	0.23	True	-
46761	338971	0.32	True	-
46762	338927	0.32	True	-
46763	237978	0.23	True	-
46764	338933	0.32	True	-
46765	1004144	0.96	True	-
46766	1250615	1.19	True	-
46767	1004230	0.96	True	-
46768	1250575	1.19	True	-
46769	1004170	0.96	True	-
46770	624205	0.60	True	-
46771	547921	0.52	True	-
46772	548065	0.52	True	-
46773	624111	0.60	True	-
46774	548027	0.52	True	-
46775	1970906	1.88	True	-
46776	2248886	2.14	True	-
46777	2248860	2.14	True	-
46778	2248898	2.14	True	-
46779	1971001	1.88	True	-
46780	20076021	19.15	True	-
46781	14639436	13.96	True	-
46782	14639400	13.96	True	-
46783	20075964	19.15	True	-
46784	14639355	13.96	True	-
46785	1695341	1.62	True	-
46786	2040607	1.95	True	-
46787	1695301	1.62	True	-
46788	2040531	1.95	True	-
46789	2040675	1.95	True	-
46790	1535981	1.46	True	-
46791	1593363	1.52	True	-
46792	1593335	1.52	True	-
46793	1593405	1.52	True	-
46794	1536012	1.46	True	-
46795	5657944	5.40	True	-
46796	7180207	6.85	True	-
46797	5657881	5.40	True	-
46798	7180276	6.85	True	-
46799	5658003	5.40	True	-
46800	31588132	30.12	True	-
46801	27377922	26.11	True	-
46802	31588193	30.12	True	-
46803	27377906	26.11	True	-
46804	27377844	26.11	True	-
46805	6830702	6.51	True	-
46806	6744936	6.43	True	-
46807	6744970	6.43	True	-
46808	6830584	6.51	True	-
46809	6744948	6.43	True	-
46810	846029	0.81	True	-
46811	636537	0.61	True	-
46812	846037	0.81	True	-
46813	846016	0.81	True	-
46814	846063	0.81	True	-
46815	16948789	16.16	True	-
46816	21655664	20.65	True	-
46817	16948708	16.16	True	-
46818	16948756	16.16	True	-
46819	16948729	16.16	True	-
46820	744024	0.71	True	-
46821	655559	0.63	True	-
46822	744201	0.71	True	-
46823	743989	0.71	True	-
46824	744057	0.71	True	-
46825	13377392	12.76	True	-
46826	14126870	13.47	True	-
46827	13377408	12.76	True	-
46828	13377397	12.76	True	-
46829	13377417	12.76	True	-
46830	9907726	9.45	True	-
46831	9400685	8.97	True	-
46832	9907742	9.45	True	-
46833	9400778	8.97	True	-
46834	9400729	8.97	True	-
46835	-1	-1.00	False	No image found for 8163007372 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
46836	-1	-1.00	False	No image found for 8162977083 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
46837	-1	-1.00	False	No image found for 8162977083 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
46838	-1	-1.00	False	No image found for 8163007372 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
46839	-1	-1.00	False	No image found for 8163007372 with extensions: ('jpg', 'jpeg', 'png', 'JPG', 'JPEG', 'PNG')
46840	46316585	44.17	True	-
46841	41594745	39.67	True	-
46842	46316562	44.17	True	-
46843	46316546	44.17	True	-
46844	46316596	44.17	True	-
46845	101319	0.10	True	-
46846	110959	0.11	True	-
46847	101249	0.10	True	-
46848	101260	0.10	True	-
46849	110990	0.11	True	-
46850	802399	0.77	True	-
46851	943213	0.90	True	-
46852	802387	0.77	True	-
46853	943191	0.90	True	-
46854	943255	0.90	True	-
46855	16406302	15.65	True	-
46856	10273031	9.80	True	-
46857	16406214	15.65	True	-
46858	16406239	15.65	True	-
46859	10273029	9.80	True	-
46860	9764942	9.31	True	-
46861	10157583	9.69	True	-
46862	9764956	9.31	True	-
46863	9764967	9.31	True	-
46864	9764894	9.31	True	-
46865	14666725	13.99	True	-
46866	17089098	16.30	True	-
46867	14666775	13.99	True	-
46868	14666790	13.99	True	-
46869	14666782	13.99	True	-
46870	43079745	41.08	True	-
46871	17087462	16.30	True	-
46872	43079730	41.08	True	-
46873	17087387	16.30	True	-
46874	17087401	16.30	True	-
46875	500728	0.48	True	-
46876	454754	0.43	True	-
46877	454757	0.43	True	-
46878	454711	0.43	True	-
46879	500779	0.48	True	-
46880	15696601	14.97	True	-
46881	15378471	14.67	True	-
46882	15696572	14.97	True	-
46883	15696614	14.97	True	-
46884	15696553	14.97	True	-
46885	7314228	6.98	True	-
46886	8205206	7.83	True	-
46887	7314206	6.98	True	-
46888	7314209	6.98	True	-
46889	7314234	6.98	True	-
46890	1148413	1.10	True	-
46891	1035362	0.99	True	-
46892	1148373	1.10	True	-
46893	1035348	0.99	True	-
46894	1035351	0.99	True	-
46895	1666619	1.59	True	-
46896	1478339	1.41	True	-
46897	1478198	1.41	True	-
46898	1666628	1.59	True	-
46899	1666678	1.59	True	-
46900	6844294	6.53	True	-
46901	7423853	7.08	True	-
46902	6844356	6.53	True	-
46903	6844306	6.53	True	-
46904	7424003	7.08	True	-
46905	17089727	16.30	True	-
46906	18512609	17.65	True	-
46907	17089623	16.30	True	-
46908	17089605	16.30	True	-
46909	17089759	16.30	True	-
46910	2162277	2.06	True	-
46911	1838468	1.75	True	-
46912	2162362	2.06	True	-
46913	1838379	1.75	True	-
46914	1838397	1.75	True	-
46915	20587675	19.63	True	-
46916	22371832	21.34	True	-
46917	22371783	21.34	True	-
46918	20587513	19.63	True	-
46919	20587603	19.63	True	-
46920	16049849	15.31	True	-
46921	13644288	13.01	True	-
46922	16049864	15.31	True	-
46923	13644237	13.01	True	-
46924	16049876	15.31	True	-
46925	1864301	1.78	True	-
46926	2581782	2.46	True	-
46927	2581796	2.46	True	-
46928	2581701	2.46	True	-
46929	1864281	1.78	True	-
46930	13469065	12.85	True	-
46931	14681025	14.00	True	-
46932	14680955	14.00	True	-
46933	14680964	14.00	True	-
46934	13469128	12.85	True	-
46935	134723	0.13	True	-
46936	137347	0.13	True	-
46937	134714	0.13	True	-
46938	134758	0.13	True	-
46939	134730	0.13	True	-
46940	12722932	12.13	True	-
46941	13154029	12.54	True	-
46942	12722987	12.13	True	-
46943	12722940	12.13	True	-
46944	12722974	12.13	True	-
46945	9494968	9.06	True	-
46946	9161347	8.74	True	-
46947	9495095	9.06	True	-
46948	9161389	8.74	True	-
46949	9495065	9.06	True	-
46950	11386942	10.86	True	-
46951	12334795	11.76	True	-
46952	11386918	10.86	True	-
46953	11386902	10.86	True	-
46954	11386932	10.86	True	-
46955	51730074	49.33	True	-
46956	50603731	48.26	True	-
46957	50603745	48.26	True	-
46958	51730060	49.33	True	-
46959	51730065	49.33	True	-
46960	871066	0.83	True	-
46961	956773	0.91	True	-
46962	871030	0.83	True	-
46963	871151	0.83	True	-
46964	871084	0.83	True	-
46965	17851062	17.02	True	-
46966	21597466	20.60	True	-
46967	21597392	20.60	True	-
46968	21597515	20.60	True	-
46969	17851128	17.02	True	-
46970	4084879	3.90	True	-
46971	4157529	3.96	True	-
46972	4157501	3.96	True	-
46973	4084834	3.90	True	-
46974	4157591	3.96	True	-
46975	165456	0.16	True	-
46976	114296	0.11	True	-
46977	114311	0.11	True	-
46978	114372	0.11	True	-
46979	165248	0.16	True	-
46980	16085660	15.34	True	-
46981	11388857	10.86	True	-
46982	16085618	15.34	True	-
46983	11388904	10.86	True	-
46984	11388867	10.86	True	-
46985	596592	0.57	True	-
46986	762054	0.73	True	-
46987	762005	0.73	True	-
46988	596700	0.57	True	-
46989	762042	0.73	True	-
46990	5578615	5.32	True	-
46991	5624936	5.36	True	-
46992	5578578	5.32	True	-
46993	5578528	5.32	True	-
46994	5578650	5.32	True	-
46995	625388	0.60	True	-
46996	601872	0.57	True	-
46997	601849	0.57	True	-
46998	625550	0.60	True	-
46999	625448	0.60	True	-
47000	4534200	4.32	True	-
47001	5497560	5.24	True	-
47002	4534143	4.32	True	-
47003	4534212	4.32	True	-
47004	5497565	5.24	True	-
47005	14504265	13.83	True	-
47006	12477253	11.90	True	-
47007	12477323	11.90	True	-
47008	12477327	11.90	True	-
47009	14504219	13.83	True	-
47010	33326229	31.78	True	-
47011	31364639	29.91	True	-
47012	33326183	31.78	True	-
47013	33326164	31.78	True	-
47014	31364670	29.91	True	-
47015	7912942	7.55	True	-
47016	7812157	7.45	True	-
47017	7912882	7.55	True	-
47018	7912892	7.55	True	-
47019	7912931	7.55	True	-
47020	1024297	0.98	True	-
47021	1024284	0.98	True	-
47022	1024271	0.98	True	-
47023	1024213	0.98	True	-
47024	1024238	0.98	True	-
47025	35291536	33.66	True	-
47026	38693753	36.90	True	-
47027	38693874	36.90	True	-
47028	38693844	36.90	True	-
47029	35291628	33.66	True	-
47030	13358714	12.74	True	-
47031	13380928	12.76	True	-
47032	13358750	12.74	True	-
47033	13358709	12.74	True	-
47034	13358783	12.74	True	-
47035	4455318	4.25	True	-
47036	5641722	5.38	True	-
47037	5641648	5.38	True	-
47038	5641581	5.38	True	-
47039	4455325	4.25	True	-
47040	1572172	1.50	True	-
47041	1570294	1.50	True	-
47042	1572302	1.50	True	-
47043	1572203	1.50	True	-
47044	1572168	1.50	True	-
47045	36709275	35.01	True	-
47046	39363346	37.54	True	-
47047	36709312	35.01	True	-
47048	39363419	37.54	True	-
47049	39363394	37.54	True	-
47050	8261796	7.88	True	-
47051	8317639	7.93	True	-
47052	8261758	7.88	True	-
47053	8261843	7.88	True	-
47054	8261772	7.88	True	-
47055	6914609	6.59	True	-
47056	9395822	8.96	True	-
47057	9395829	8.96	True	-
47058	6914608	6.59	True	-
47059	6914680	6.59	True	-
47060	1705162	1.63	True	-
47061	1956263	1.87	True	-
47062	1956313	1.87	True	-
47063	1705216	1.63	True	-
47064	1705237	1.63	True	-
47065	9176749	8.75	True	-
47066	8769878	8.36	True	-
47067	8769808	8.36	True	-
47068	9176660	8.75	True	-
47069	9176746	8.75	True	-
47070	1950762	1.86	True	-
47071	1718769	1.64	True	-
47072	1950721	1.86	True	-
47073	1950675	1.86	True	-
47074	1718920	1.64	True	-
47075	36523224	34.83	True	-
47076	17167236	16.37	True	-
47077	36523195	34.83	True	-
47078	36523239	34.83	True	-
47079	36523268	34.83	True	-
47080	18290044	17.44	True	-
47081	20500260	19.55	True	-
47082	18290036	17.44	True	-
47083	18290143	17.44	True	-
47084	18290071	17.44	True	-
47085	2485540	2.37	True	-
47086	2050823	1.96	True	-
47087	2485433	2.37	True	-
47088	2485447	2.37	True	-
47089	2485498	2.37	True	-
47090	2485504	2.37	True	-
47091	1952890	1.86	True	-
47092	2485498	2.37	True	-
47093	1952790	1.86	True	-
47094	2485562	2.37	True	-
47095	842594	0.80	True	-
47096	863992	0.82	True	-
47097	864034	0.82	True	-
47098	842506	0.80	True	-
47099	864209	0.82	True	-
47100	27215420	25.95	True	-
47101	24353369	23.23	True	-
47102	27215361	25.95	True	-
47103	27215425	25.95	True	-
47104	24353437	23.23	True	-
47105	38455500	36.67	True	-
47106	45393220	43.29	True	-
47107	38455448	36.67	True	-
47108	38455488	36.67	True	-
47109	38455477	36.67	True	-
47110	364230	0.35	True	-
47111	427995	0.41	True	-
47112	427878	0.41	True	-
47113	364286	0.35	True	-
47114	427862	0.41	True	-
47115	753277	0.72	True	-
47116	671240	0.64	True	-
47117	671203	0.64	True	-
47118	671145	0.64	True	-
47119	753280	0.72	True	-
47120	461857	0.44	True	-
47121	441825	0.42	True	-
47122	441966	0.42	True	-
47123	461755	0.44	True	-
47124	441922	0.42	True	-
47125	4349509	4.15	True	-
47126	4378251	4.18	True	-
47127	4378188	4.18	True	-
47128	4349562	4.15	True	-
47129	4378166	4.18	True	-
47130	26963671	25.71	True	-
47131	27987650	26.69	True	-
47132	26963678	25.71	True	-
47133	27987673	26.69	True	-
47134	27987659	26.69	True	-
47135	10622375	10.13	True	-
47136	11270882	10.75	True	-
47137	11270912	10.75	True	-
47138	10622404	10.13	True	-
47139	11270940	10.75	True	-
47140	20334688	19.39	True	-
47141	20334783	19.39	True	-
47142	20334735	19.39	True	-
47143	20334856	19.39	True	-
47144	20334690	19.39	True	-
47145	266129	0.25	True	-
47146	275575	0.26	True	-
47147	265997	0.25	True	-
47148	266035	0.25	True	-
47149	275545	0.26	True	-
47150	9901275	9.44	True	-
47151	9901404	9.44	True	-
47152	9901475	9.44	True	-
47153	9901458	9.44	True	-
47154	9901391	9.44	True	-
47155	14076843	13.42	True	-
47156	14509633	13.84	True	-
47157	14509640	13.84	True	-
47158	14509510	13.84	True	-
47159	14076878	13.42	True	-
47160	982809	0.94	True	-
47161	1017310	0.97	True	-
47162	982892	0.94	True	-
47163	1017287	0.97	True	-
47164	982902	0.94	True	-
47165	4800671	4.58	True	-
47166	4729907	4.51	True	-
47167	4800619	4.58	True	-
47168	4729847	4.51	True	-
47169	4800674	4.58	True	-
47170	37270091	35.54	True	-
47171	43534601	41.52	True	-
47172	37270251	35.54	True	-
47173	37270158	35.54	True	-
47174	37270077	35.54	True	-
47175	1721628	1.64	True	-
47176	1419345	1.35	True	-
47177	1721672	1.64	True	-
47178	1721607	1.64	True	-
47179	1721649	1.64	True	-
47180	954968	0.91	True	-
47181	1204186	1.15	True	-
47182	954935	0.91	True	-
47183	1204204	1.15	True	-
47184	1204132	1.15	True	-
47185	37950702	36.19	True	-
47186	43113723	41.12	True	-
47187	43113767	41.12	True	-
47188	37950688	36.19	True	-
47189	43113680	41.12	True	-
47190	592238	0.56	True	-
47191	630192	0.60	True	-
47192	592183	0.56	True	-
47193	592293	0.56	True	-
47194	630218	0.60	True	-
47195	16311100	15.56	True	-
47196	16031146	15.29	True	-
47197	16311116	15.56	True	-
47198	16311160	15.56	True	-
47199	16031182	15.29	True	-
47200	14896134	14.21	True	-
47201	15079590	14.38	True	-
47202	14896065	14.21	True	-
47203	15079692	14.38	True	-
47204	14896098	14.21	True	-
47205	22635265	21.59	True	-
47206	23766365	22.67	True	-
47207	23766462	22.67	True	-
47208	22635433	21.59	True	-
47209	23766338	22.67	True	-
47210	7285482	6.95	True	-
47211	4992734	4.76	True	-
47212	7285477	6.95	True	-
47213	4992784	4.76	True	-
47214	4992734	4.76	True	-
47215	1290768	1.23	True	-
47216	1050032	1.00	True	-
47217	1290691	1.23	True	-
47218	1290815	1.23	True	-
47219	1050068	1.00	True	-
47220	20155047	19.22	True	-
47221	18437469	17.58	True	-
47222	20155145	19.22	True	-
47223	20155188	19.22	True	-
47224	20155106	19.22	True	-
47225	655945	0.63	True	-
47226	508431	0.48	True	-
47227	655923	0.63	True	-
47228	655929	0.63	True	-
47229	655862	0.63	True	-
47230	4900588	4.67	True	-
47231	5284475	5.04	True	-
47232	4900668	4.67	True	-
47233	4900653	4.67	True	-
47234	4900641	4.67	True	-
47235	1564623	1.49	True	-
47236	1119571	1.07	True	-
47237	1564647	1.49	True	-
47238	1564600	1.49	True	-
47239	1119641	1.07	True	-
47240	88971	0.08	True	-
47241	101488	0.10	True	-
47242	88969	0.08	True	-
47243	88957	0.08	True	-
47244	88978	0.08	True	-
47245	3208794	3.06	True	-
47246	3171226	3.02	True	-
47247	3208779	3.06	True	-
47248	3208734	3.06	True	-
47249	3208834	3.06	True	-
47250	331684	0.32	True	-
47251	314022	0.30	True	-
47252	331729	0.32	True	-
47253	331679	0.32	True	-
47254	331726	0.32	True	-
47255	188291	0.18	True	-
47256	187991	0.18	True	-
47257	187868	0.18	True	-
47258	188198	0.18	True	-
47259	188231	0.18	True	-
47260	431538	0.41	True	-
47261	425530	0.41	True	-
47262	431431	0.41	True	-
47263	431485	0.41	True	-
47264	431448	0.41	True	-
47265	1552714	1.48	True	-
47266	1324560	1.26	True	-
47267	1324534	1.26	True	-
47268	1324559	1.26	True	-
47269	1552899	1.48	True	-
47270	4269768	4.07	True	-
47271	6738174	6.43	True	-
47272	4269728	4.07	True	-
47273	4269733	4.07	True	-
47274	4269786	4.07	True	-
47275	1509042	1.44	True	-
47276	1880661	1.79	True	-
47277	1880568	1.79	True	-
47278	1509032	1.44	True	-
47279	1880624	1.79	True	-
47280	2760521	2.63	True	-
47281	2623962	2.50	True	-
47282	2760460	2.63	True	-
47283	2760423	2.63	True	-
47284	2760431	2.63	True	-
47285	3534738	3.37	True	-
47286	2672820	2.55	True	-
47287	2672844	2.55	True	-
47288	2672854	2.55	True	-
47289	3534712	3.37	True	-
47290	746721	0.71	True	-
47291	633095	0.60	True	-
47292	746689	0.71	True	-
47293	746714	0.71	True	-
47294	746703	0.71	True	-
47295	695400	0.66	True	-
47296	525465	0.50	True	-
47297	695392	0.66	True	-
47298	695428	0.66	True	-
47299	525440	0.50	True	-
47300	24601947	23.46	True	-
47301	24166761	23.05	True	-
47302	24166659	23.05	True	-
47303	24166751	23.05	True	-
47304	24602020	23.46	True	-
47305	1099714	1.05	True	-
47306	1253361	1.20	True	-
47307	1253266	1.20	True	-
47308	1099779	1.05	True	-
47309	1253333	1.20	True	-
47310	1813875	1.73	True	-
47311	1826425	1.74	True	-
47312	1813782	1.73	True	-
47313	1826461	1.74	True	-
47314	1826433	1.74	True	-
47315	5888792	5.62	True	-
47316	4225180	4.03	True	-
47317	5888829	5.62	True	-
47318	5888829	5.62	True	-
47319	4225211	4.03	True	-
47320	2102073	2.00	True	-
47321	2071878	1.98	True	-
47322	2102053	2.00	True	-
47323	2102001	2.00	True	-
47324	2071942	1.98	True	-
47325	462064	0.44	True	-
47326	472256	0.45	True	-
47327	462111	0.44	True	-
47328	472248	0.45	True	-
47329	462011	0.44	True	-
47330	4294685	4.10	True	-
47331	4101313	3.91	True	-
47332	4294685	4.10	True	-
47333	4294644	4.10	True	-
47334	4294646	4.10	True	-
47335	4998941	4.77	True	-
47336	4977307	4.75	True	-
47337	4999065	4.77	True	-
47338	4998985	4.77	True	-
47339	4999070	4.77	True	-
47340	605120	0.58	True	-
47341	601390	0.57	True	-
47342	605163	0.58	True	-
47343	605143	0.58	True	-
47344	605135	0.58	True	-
47345	4016732	3.83	True	-
47346	4135489	3.94	True	-
47347	4016855	3.83	True	-
47348	4135585	3.94	True	-
47349	4135486	3.94	True	-
47350	346068	0.33	True	-
47351	491623	0.47	True	-
47352	346049	0.33	True	-
47353	491543	0.47	True	-
47354	346136	0.33	True	-
47355	2884702	2.75	True	-
47356	2674795	2.55	True	-
47357	2884700	2.75	True	-
47358	2884702	2.75	True	-
47359	2884720	2.75	True	-
47360	2095752	2.00	True	-
47361	1687674	1.61	True	-
47362	2095788	2.00	True	-
47363	2095884	2.00	True	-
47364	1687718	1.61	True	-
47365	1107177	1.06	True	-
47366	1033620	0.99	True	-
47367	1107255	1.06	True	-
47368	1107083	1.06	True	-
47369	1107132	1.06	True	-
47370	14366387	13.70	True	-
47371	14393228	13.73	True	-
47372	14393261	13.73	True	-
47373	14393299	13.73	True	-
47374	14366266	13.70	True	-
47375	4535339	4.33	True	-
47376	4458556	4.25	True	-
47377	4458567	4.25	True	-
